path,name,sha256,size_mb,pages,producer,creator,error
"D:\Общая_Рабочая\2024\Хозблоки, сауны итп\Хозблок 3х5\СПЕЦ\Потолок\КАРКАС.pdf",КАРКАС.pdf,181224fe1bafd1ed,0.39,1,Microsoft: Print To PDF,,
"D:\Общая_Рабочая\2024\Хозблоки, сауны итп\Хозблок 3х5\СПЕЦ\Потолок\ОБРЕШЕТКА.pdf",ОБРЕШЕТКА.pdf,ce180b2dfda544dc,0.38,1,Microsoft: Print To PDF,,
"D:\Общая_Рабочая\2024\Хозблоки, сауны итп\Хозблок 3х5\СПЕЦ\Потолок\ОСБ.pdf",ОСБ.pdf,97b3334891c5879c,0.39,1,Microsoft: Print To PDF,,
"D:\Общая_Рабочая\2024\Хозблоки, сауны итп\Хозблок 3х5\СПЕЦ\Стены\2.pdf",2.pdf,f3be47f43ec5a320,0.39,1,Microsoft: Print To PDF,,
"D:\Общая_Рабочая\2024\Хозблоки, сауны итп\Хозблок 3х5\СТЕНЫ\Хозблок 3х5 - Стены кракас.pdf",Хозблок 3х5 - Стены кракас.pdf,f90568145d49a967,1.13,8,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.23),
"D:\Общая_Рабочая\2024\Хозблоки, сауны итп\Хозблок 3х5\Хозблок 3х5 - ЭП.pdf",Хозблок 3х5 - ЭП.pdf,235628857d6b6083,6.11,6,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.23),
"D:\Общая_Рабочая\2024\Хозблоки, сауны итп\Хозблок модель 1\АР\Хозблок - АР.pdf",Хозблок - АР.pdf,1f4ab9a83238bfb5,4.03,5,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.23),
"D:\Общая_Рабочая\2024\Хозблоки, сауны итп\Хозблок модель 1\АР\Хозблок Мод1.pdf",Хозблок Мод1.pdf,a11be42e7b04cb5d,5.0,14,PDF24,PDF24,
"D:\Общая_Рабочая\2024\Хозблоки, сауны итп\Хозблок модель 1\ПОЛ\Хозблок - Данные Полы.pdf",Хозблок - Данные Полы.pdf,7eb39fdd46bcd426,0.54,3,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.23),
"D:\Общая_Рабочая\2024\Хозблоки, сауны итп\Хозблок модель 1\ПОЛ\Хозблок Мод1 - План сборки пола.pdf",Хозблок Мод1 - План сборки пола.pdf,ebd3bc7629d7a97f,0.55,3,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.23),
"D:\Общая_Рабочая\2024\Хозблоки, сауны итп\Хозблок модель 1\ПОТОЛОК\Хозблок - План сборки Потолка.pdf",Хозблок - План сборки Потолка.pdf,c50e566bd08d9b83,0.61,2,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.23),
"D:\Общая_Рабочая\2024\Хозблоки, сауны итп\Хозблок модель 1\СПЕЦ\Крыша\3.pdf",3.pdf,043351d669489a10,0.39,1,Microsoft: Print To PDF,,
"D:\Общая_Рабочая\2024\Хозблоки, сауны итп\Хозблок модель 1\СПЕЦ\Пол\1.pdf",1.pdf,8ccf776c5ddc4191,0.39,1,Microsoft: Print To PDF,,
"D:\Общая_Рабочая\2024\Хозблоки, сауны итп\Хозблок модель 1\СПЕЦ\Стены\2.pdf",2.pdf,4fb0e83b832602c2,0.01,1,Microsoft: Print To PDF,,
"D:\Общая_Рабочая\2024\Хозблоки, сауны итп\Хозблок модель 1\СТЕНЫ\Хозблок - Стены.pdf",Хозблок - Стены.pdf,7d8699d2a7ab3bd9,0.6,8,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.22),
"D:\Общая_Рабочая\2024\Хозблоки, сауны итп\Хозблок модель с баней\В1.pdf",В1.pdf,84c1518cab799f99,0.13,1,Microsoft: Print To PDF,,
"D:\Общая_Рабочая\2024\Хозблоки, сауны итп\Хозблок модель с баней\Вариант 1.pdf",Вариант 1.pdf,0a9d8f595083b95c,0.13,1,Microsoft: Print To PDF,,
"D:\Общая_Рабочая\2024\Хозблоки, сауны итп\Хозблок модель с баней\Вариант 2.pdf",Вариант 2.pdf,2e3e8fb690e86dd1,0.13,1,Microsoft: Print To PDF,,
"D:\Общая_Рабочая\2024\Хозблоки, сауны итп\Хозблок модель с баней\Вариант 3-1.pdf",Вариант 3-1.pdf,a8433ac6ad8708e7,0.13,1,Microsoft: Print To PDF,,
"D:\Общая_Рабочая\2024\Хозблоки, сауны итп\Хозблок модель с баней\Вариант 3.pdf",Вариант 3.pdf,8abf279595464eea,0.13,1,Microsoft: Print To PDF,,
"D:\Общая_Рабочая\2024\Хозблоки, сауны итп\Хозблок с заездом модель 2\ПОЛ\Хозблок модель с гаражом - План сборки пола.pdf",Хозблок модель с гаражом - План сборки пола.pdf,7f910b569c80e9e1,0.6,4,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.21),
"D:\Общая_Рабочая\2024\Хозблоки, сауны итп\Хозблок с заездом модель 2\ПОТОЛОК\Хозблок модель с гаражом - План сборки Потолка.pdf",Хозблок модель с гаражом - План сборки Потолка.pdf,cb5f355289f7e2c1,0.59,2,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.21),
"D:\Общая_Рабочая\2024\Хозблоки, сауны итп\Хозблок с заездом модель 2\СТЕНЫ\1.pdf",1.pdf,0f0bbdac42d8badb,0.39,1,Microsoft: Print To PDF,,
"D:\Общая_Рабочая\2024\Хозблоки, сауны итп\Хозблок с заездом модель 2\СТЕНЫ\Хозблок Модель 2 - Стены.pdf",Хозблок Модель 2 - Стены.pdf,81908a2aa6c03ea2,1.03,9,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.23),
"D:\Общая_Рабочая\2024\Хозблоки, сауны итп\Хозблок с заездом модель 2\Хозблок МОД2 - АР.pdf",Хозблок МОД2 - АР.pdf,472462ea5cd33d26,0.52,2,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.23),
D:\Общая_Рабочая\2024\Челмуши\Кассеты\Доп Заказ Челмуши.pdf,Доп Заказ Челмуши.pdf,2ab2a7eb55fd49f6,0.16,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Челмуши\Кассеты\Кассеты и планки для заказа - Челмуши.pdf,Кассеты и планки для заказа - Челмуши.pdf,55e8fd89d4a2f932,0.1,2,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.14),
D:\Общая_Рабочая\2024\Челмуши\Кассеты\Новый заказ\Для Кассет.pdf,Для Кассет.pdf,85cad7d0e52b432b,0.2,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Челмуши\Кассеты\Новый заказ\Дом1\Челмужи1-Кассеты.pdf,Челмужи1-Кассеты.pdf,1d4f4477092a28f8,0.28,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Челмуши\Кассеты\Новый заказ\Дом1\Челмужи1-ЛО-1.pdf,Челмужи1-ЛО-1.pdf,d084dc236b4830a2,0.27,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Челмуши\Кассеты\Новый заказ\Дом1\Челмужи1-ЛО-2.pdf,Челмужи1-ЛО-2.pdf,d97b68c0cc2b0dc1,0.29,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Челмуши\Кассеты\Новый заказ\Дом1\Челмужи1-ПЛАНК-1.pdf,Челмужи1-ПЛАНК-1.pdf,d30f3f2be6c8437b,0.28,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Челмуши\Кассеты\Новый заказ\Дом1\Челмужи1-ПЛАНК-2.pdf,Челмужи1-ПЛАНК-2.pdf,f933c925ca64715b,0.28,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Челмуши\Кассеты\Новый заказ\Дом1\Челмужи1-ПЛАНК-3.pdf,Челмужи1-ПЛАНК-3.pdf,b9921ccc356deb7d,0.28,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Челмуши\Кассеты\Новый заказ\Дом1\Челмужи1-ПЛАНК-4.pdf,Челмужи1-ПЛАНК-4.pdf,a6c399b8afef3df0,0.28,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Челмуши\Кассеты\Новый заказ\Дом1\Челмужи1-ПЛАНК-5.pdf,Челмужи1-ПЛАНК-5.pdf,3e6d1158897b602a,0.29,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Челмуши\Кассеты\Новый заказ\Дом1\Челмужи1-ПО-1.pdf,Челмужи1-ПО-1.pdf,430ac71d1d04f83c,0.28,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Челмуши\Кассеты\Новый заказ\Дом1\Челмужи1-ПО-2.pdf,Челмужи1-ПО-2.pdf,b4e177cb5b19d294,0.29,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Челмуши\Кассеты\Новый заказ\Дом2\Челмужи2-Кассеты.pdf,Челмужи2-Кассеты.pdf,f8e89fa6f2cd0cdf,0.28,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Челмуши\Кассеты\Новый заказ\Дом2\Челмужи2-ЛО-1.pdf,Челмужи2-ЛО-1.pdf,d084dc236b4830a2,0.27,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Челмуши\Кассеты\Новый заказ\Дом2\Челмужи2-ЛО-2.pdf,Челмужи2-ЛО-2.pdf,d97b68c0cc2b0dc1,0.29,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Челмуши\Кассеты\Новый заказ\Дом2\Челмужи2-ПЛАНК-1.pdf,Челмужи2-ПЛАНК-1.pdf,d30f3f2be6c8437b,0.28,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Челмуши\Кассеты\Новый заказ\Дом2\Челмужи2-ПЛАНК-2.pdf,Челмужи2-ПЛАНК-2.pdf,f933c925ca64715b,0.28,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Челмуши\Кассеты\Новый заказ\Дом2\Челмужи2-ПЛАНК-3.pdf,Челмужи2-ПЛАНК-3.pdf,b9921ccc356deb7d,0.28,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Челмуши\Кассеты\Новый заказ\Дом2\Челмужи2-ПЛАНК-4.pdf,Челмужи2-ПЛАНК-4.pdf,a6c399b8afef3df0,0.28,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Челмуши\Кассеты\Новый заказ\Дом2\Челмужи2-ПЛАНК-5.pdf,Челмужи2-ПЛАНК-5.pdf,3e6d1158897b602a,0.29,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Челмуши\Кассеты\Новый заказ\Дом2\Челмужи2-ПО-1.pdf,Челмужи2-ПО-1.pdf,430ac71d1d04f83c,0.28,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Челмуши\Кассеты\Новый заказ\Дом2\Челмужи2-ПО-2.pdf,Челмужи2-ПО-2.pdf,b4e177cb5b19d294,0.29,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Челмуши\Кассеты\Новый заказ\Заказ_CH-ЛевОТК-2300X110-3-шт-2.pdf,Заказ_CH-ЛевОТК-2300X110-3-шт-2.pdf,6aad708dd1915d30,0.15,1,ReportLab PDF Library - www.reportlab.com,ReportLab PDF Library - www.reportlab.com,
D:\Общая_Рабочая\2024\Челмуши\Кассеты\Новый заказ\Заказ_CH-ЛевОТК-600X150-3-шт-1.pdf,Заказ_CH-ЛевОТК-600X150-3-шт-1.pdf,c983a0f9417a0a03,0.12,1,ReportLab PDF Library - www.reportlab.com,ReportLab PDF Library - www.reportlab.com,
D:\Общая_Рабочая\2024\Челмуши\Кассеты\Новый заказ\Заказ_CH-ПЛАНК-1350X150-2-шт-2.pdf,Заказ_CH-ПЛАНК-1350X150-2-шт-2.pdf,7cc4761d541a420d,0.13,1,ReportLab PDF Library - www.reportlab.com,ReportLab PDF Library - www.reportlab.com,
D:\Общая_Рабочая\2024\Челмуши\Кассеты\Новый заказ\Заказ_CH-ПЛАНК-1730X150-4-шт-1.pdf,Заказ_CH-ПЛАНК-1730X150-4-шт-1.pdf,98d498cb000ae4b8,0.13,1,ReportLab PDF Library - www.reportlab.com,ReportLab PDF Library - www.reportlab.com,
D:\Общая_Рабочая\2024\Челмуши\Кассеты\Новый заказ\Заказ_CH-ПЛАНК-2130X110-2-шт-4.pdf,Заказ_CH-ПЛАНК-2130X110-2-шт-4.pdf,967067acbefe7c0d,0.14,1,ReportLab PDF Library - www.reportlab.com,ReportLab PDF Library - www.reportlab.com,
D:\Общая_Рабочая\2024\Челмуши\Кассеты\Новый заказ\Заказ_CH-ПЛАНК-2165X110-4-шт-5.pdf,Заказ_CH-ПЛАНК-2165X110-4-шт-5.pdf,1cab66ca5647a311,0.15,1,ReportLab PDF Library - www.reportlab.com,ReportLab PDF Library - www.reportlab.com,
D:\Общая_Рабочая\2024\Челмуши\Кассеты\Новый заказ\Заказ_CH-ПЛАНК-990X110-2-шт-3.pdf,Заказ_CH-ПЛАНК-990X110-2-шт-3.pdf,60f25a809b6f1056,0.14,1,ReportLab PDF Library - www.reportlab.com,ReportLab PDF Library - www.reportlab.com,
D:\Общая_Рабочая\2024\Челмуши\Кассеты\Новый заказ\Заказ_CH-ПРавОТК-2300X110-3-шт-2.pdf,Заказ_CH-ПРавОТК-2300X110-3-шт-2.pdf,f0f57cd223e5a05c,0.14,1,ReportLab PDF Library - www.reportlab.com,ReportLab PDF Library - www.reportlab.com,
D:\Общая_Рабочая\2024\Челмуши\Кассеты\Новый заказ\Заказ_CH-ПРавОТК-600X150-3-шт-1.pdf,Заказ_CH-ПРавОТК-600X150-3-шт-1.pdf,ccfa2243b1532cbb,0.13,1,ReportLab PDF Library - www.reportlab.com,ReportLab PDF Library - www.reportlab.com,
D:\Общая_Рабочая\2024\Челмуши\Новая папка\Жилой Дом Челмужи - Потолки.pdf,Жилой Дом Челмужи - Потолки.pdf,0df623db5d724925,0.69,4,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.32),
D:\Общая_Рабочая\2024\Челмуши\Пол\Жилой Дом Челмуши - Пол.pdf,Жилой Дом Челмуши - Пол.pdf,873a09e08ca30d4d,0.94,5,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.32),
D:\Общая_Рабочая\2024\Челмуши\Потолки\Жилой Дом Челмужи - Потолки.pdf,Жилой Дом Челмужи - Потолки.pdf,91257e24283e5877,0.65,4,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.18),
D:\Общая_Рабочая\2024\Челмуши\Спецификация\Всего.pdf,Всего.pdf,b3e17dd482c74b3e,0.51,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Челмуши\Спецификация\ИТОГО на дом.pdf,ИТОГО на дом.pdf,2adaf6c27b1560d1,0.39,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Челмуши\Спецификация\Пол.pdf,Пол.pdf,b44bce756cbc5ffb,0.39,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Челмуши\Спецификация\Потолки\итого.pdf,итого.pdf,4cd4f52459af1b3c,0.39,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Челмуши\Спецификация\Стены\Стены.pdf,Стены.pdf,2698dd7a178b6f6d,0.4,2,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Челмуши\Стены\Жилой Дом Челмуши - Стены.pdf,Жилой Дом Челмуши - Стены.pdf,33ecde489410deca,2.19,14,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.18),
D:\Общая_Рабочая\2024\Челмуши\Челмуши фасады.pdf,Челмуши фасады.pdf,228305ea50b44108,0.9,4,GPL Ghostscript 9.56.1,PDF24 Creator,
D:\Общая_Рабочая\2024\Эссойла\Кассеты\Доп заказ\Доп уголки для монтажа.pdf,Доп уголки для монтажа.pdf,951682d9c0738d18,0.08,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Эссойла\Кассеты\Доп заказ\Кассета доп заказ Эссойла.pdf,Кассета доп заказ Эссойла.pdf,6e0f3b9289a32dbe,0.21,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Эссойла\Кассеты\Доп заказ Эссойла Угловая планка.pdf,Доп заказ Эссойла Угловая планка.pdf,23d760000947145b,0.21,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Эссойла\Кассеты\Дополнительная кассета Эссойла 1 шт..pdf,Дополнительная кассета Эссойла 1 шт..pdf,83705baae0c7cc6e,0.21,1,Microsoft: Print To PDF,,
